	251	193
	252	338
	253	11
	254	11
	255	6
	256	178
	257	383
	258	194
	259	372
	260	96
	261	112
	262	115
	263	363
	264	364
	265	64
	266	374
	267	67
	268	390
	269	46
	270	18
	271	114
	272	222
	273	19
	274	9
	275	78
	276	30
	277	92
	278	92
	279	438
	280	146
	281	412
	282	439
	283	426
	284	440
	285	94
	286	441
	287	209
	288	170
	289	164
	290	28
	291	78
	292	246
	293	-1
	294	408
	295	102
	296	436
	297	30
	298	25
	299	442
	300	279
	301	21
	302	202
	303	358
	304	110
	305	19
	306	204
	307	407
	308	331
	309	328
	310	443
	311	181
	312	3
	313	5
	314	110
	315	369
	316	-1
	317	230
	318	82
	319	281
	320	400
	321	61
	322	228
	323	64
	324	171
	325	161
	326	-1
	327	291
	328	405
	329	1
	330	11
	331	19
	332	444
	333	110
	334	1
	335	341
	336	10
	337	314
	338	208
	339	78
	340	179
	341	254
	342	61
	343	25
	344	30
	345	10
	346	445
	347	446
	348	236
	349	10
	350	282
	351	1
	352	186
	353	230
	354	262
	355	312
	356	226
	357	145
	358	110
	359	30
	360	-1
	361	307
	362	39
	363	435
	364	-1
	365	147
	366	149
	367	342
	368	59
	369	350
	370	295
	371	294
	372	-1
	373	15
	374	320
	375	249
	376	109
	377	403
	378	403
	379	-1
	380	25
	381	56
	382	389
	383	30
	384	113
	385	30
	386	289
	387	77
	388	30
	389	45
	390	110
	391	197
	392	216
	393	29
	394	167
	395	-1
	396	-1
	397	366
	398	110
	399	229
	400	447
	401	78
	402	78
	403	69
	404	90
	405	315
	406	64
	407	64
	408	30
	409	123
	410	69
	411	69
	412	448
	413	20
	414	230
	415	64
	416	78
	417	227
	418	108
	419	108
	420	25
	421	250
	422	0
	423	30
	424	162
	425	30
	426	64
	427	69
	428	288
	429	105
	430	121
	431	122
	432	223
	433	166
	434	151
	435	224
	436	97
	437	203
	438	183
	439	449
	440	449
	441	-1
	442	263
	443	110
	444	362
	445	-1
	446	285
	447	10
	448	217
	449	221
	450	341
	451	18
	452	395
	453	18
	454	234
	455	18
	456	233
	457	11
	458	17
	459	392
	460	27
	461	64
	462	156
	463	38
	464	38
	465	38
	466	38
	467	87
	468	110
	469	341
	470	396
	471	78
	472	85
	473	105
	474	68
	475	51
	476	30
	477	30
	478	357
	479	356
	480	-1
	481	420
	482	355
	483	-1
	484	253
	485	79
	486	28
	487	30
	488	30
	489	130
	490	61
	491	155
	492	399
	493	176
	494	188
	495	417
	496	329
	497	348
	498	348
	499	110
	500	-1
	501	198
	502	198
	503	201
	504	200
	505	-1
	506	368
	507	265
	508	354
	509	-1
	510	100
	511	450
	512	26
	513	113
	514	113
	515	33
	516	127
	517	30
	518	30
	519	380
	520	77
	521	272
	522	353
	523	11
	524	243
	525	382
	526	451
	527	242
	528	241
	529	-1
	530	381
	531	-1
	532	-1
	533	385
	534	211
	535	110
	536	410
	537	411
	538	134
	539	286
	540	128
	541	70
	542	70
	543	351
	544	20
	545	275
	546	335
	547	376
	548	108
	549	1
	550	313
	551	30
	552	259
	553	38
	554	332
	555	95
	556	67
	557	41
	558	165
	559	245
	560	30
	561	80
	562	67
	563	19
	564	71
	565	115
	566	341
	567	-1
	568	64
	569	64
	570	78
	571	78
	572	78
	573	78
	574	78
	575	72
	576	67
	577	79
	578	349
	579	63
	580	30
	581	332
	582	19
	583	110
	584	244
	585	78
	586	14
	587	114
	588	110
	589	64
	590	64
	591	154
	592	185
	593	169
	594	434
	595	79
	596	83
	597	47
	598	30
	599	47
	600	177
	601	45
	602	30
	603	378
	604	379
	605	163
	606	230
	607	230
	608	283
	609	230
	610	65
	611	187
	612	424
	613	104
	614	117
	615	116
	616	19
	617	187
	618	152
	619	19
	620	428
	621	64
	622	110
	623	67
	624	108
	625	-1
	626	321
	627	-1
	628	196
	629	30
	630	75
	631	10
	632	30
	633	30
	634	30
	635	341
	636	174
	637	175
	638	175
	639	219
	640	115
	641	114
	642	110
	643	30
	644	158
	645	30
	646	159
	647	15
	648	377
	649	23
	650	110
	651	44
	652	128
	653	30
	654	150
	655	172
	656	172
	657	172
	658	150
	659	172
	660	172
	661	406
	662	38
	663	319
	664	-1
	665	330
	666	30
	667	30
	668	360
	669	341
	670	11
	671	79
	672	78
	673	29
	674	69
	675	-1
	676	398
	677	238
	678	173
	679	64
	680	64
	681	110
	682	30
	683	49
	684	213
	685	78
	686	-1
	687	72
	688	387
	689	336
	690	100
	691	375
	692	252
	693	230
	694	100
	695	100
	696	93
	697	78
	698	35
	699	251
	700	388
	701	55
	702	337
	703	325
	704	72
	705	110
	706	30
	707	24
	708	67
	709	53
	710	38
	711	370
	712	-1
	713	341
	714	64
	715	64
	716	30
	717	58
	718	452
	719	384
	720	8
	721	148
	722	60
	723	30
	724	19
	725	124
	726	255
	727	39
	728	147
	729	64
	730	30
	731	30
	732	100
	733	1
	734	341
	735	79
	736	416
	737	78
	738	78
	739	91
	740	48
	741	397
	742	326
	743	64
	744	373
	745	110
	746	142
	747	99
	748	-1
	749	311
	750	126
	751	30
	752	308
	753	309
	754	-1
	755	30
	756	79
	757	67
	758	101
	759	310
	760	82
	761	35
	762	30
	763	30
	764	30
	765	132
	766	129
	767	268
	768	123
	769	64
	770	340
	771	77
	772	306
	773	-1
	774	67
	775	78
	776	84
	777	195
	778	180
	779	320
	780	100
	781	100
	782	323
	783	289
	784	30
	785	30
	786	21
	787	433
	788	287
	789	38
	790	78
	791	77
	792	198
	793	78
	794	422
	795	110
	796	128
	797	361
	798	38
	799	327
	800	327
	801	341
	802	115
	803	52
	804	22
	805	324
	806	67
	807	231
	808	273
	809	344
	810	78
	811	346
	812	25
	813	318
	814	30
	815	341
	816	332
	817	136
	818	78
	819	30
	820	402
	821	78
	822	37
	823	266
	824	110
	825	110
	826	37
	827	110
	828	21
	829	11
	830	118
	831	38
	832	-1
	833	80
	834	332
	835	97
	836	292
	837	11
	838	78
	839	304
	840	386
	841	258
	842	110
	843	78
	844	214
	845	100
	846	62
	847	347
	848	10
	849	89
	850	11
	851	302
	852	110
	853	21
	854	85
	855	120
	856	38
	857	167
	858	-1
	859	78
	860	-1
	861	303
	862	78
	863	7
	864	43
	865	429
	866	128
	867	137
	868	78
	869	67
	870	300
	871	301
	872	-1
	873	302
	874	302
	875	296
	876	92
	877	-1
	878	247
